Run #,Date,Temp (°C),Humidity (%),TOD,Glider,Arm 1 Stimulus,Arm 2 Stimulus,Did Glider Choose Correctly? Y/N,Time (s),Notes,,
77,2/20/23,23.6,21,3:58 PM,Jane,None,Red,Y,2.56,,,
78,2/20/23,23.6,21,3:59 PM,Jane,Red,None,Y,2.25,,,
79,2/20/23,23.6,21,4:00 PM,Jane,Red,None,N,3.08,,,
80,2/20/23,23.6,21,4:01 PM,Jane,None,Red,Y,3.53,,,
81,2/20/23,23.6,21,4:01 PM,Jane,Red,None,Y,2.76,,,
82,2/20/23,23.6,21,4:02 PM,Jane,Red,None,Y,2.36,,,
83,2/20/23,23.6,21,4:03 PM,Jane,None,Red,Y,3.89,,,
84,2/20/23,23.6,21,4:04 PM,Jane,None,Red,N,4.68,,,
85,2/20/23,23.6,21,4:04 PM,Jane,Red,None,Y,3.58,,,
86,2/20/23,23.6,21,4:05 PM,Jane,None,Red,N,3.43,,,
87,2/20/23,23.6,21,4:06 PM,Jane,Red,None,N,5.61,,,
88,2/20/23,23.6,21,4:07 PM,Jane,None,Red,Y,5.97,,,
89,2/20/23,23.6,21,4:08 PM,Jane,None,Red,Y,3.68,,,
90,2/20/23,23.6,21,4:09 PM,Jane,None,Red,Y,4.82,,,
91,2/20/23,23.6,21,4:15 PM,Ros,Red,None,Y,4.63,,,
92,2/20/23,23.6,21,4:16 PM,Ros,Red,None,N,2.98,,,
93,2/20/23,23.6,21,4:16 PM,Ros,Red,None,Y,3.80,,,
94,2/20/23,23.6,21,4:17 PM,Ros,None,Red,Y,3.78,,,
95,2/20/23,23.6,21,4:19 PM,Ros,None,Red,N,17.54,,,
96,2/20/23,23.6,21,4:20 PM,Ros,Red,None,N,3.47,,,
97,2/20/23,23.6,21,4:21 PM,Ros,Red,None,Y,3.10,,,
98,2/20/23,23.6,21,4:21 PM,Ros,None,Red,Y,4.15,,,
99,2/20/23,23.6,21,4:22 PM,Ros,Red,None,Y,4.46,,,
100,2/20/23,23.6,21,4:23 PM,Ros,Red,None,N,3.65,,,
101,2/20/23,23.6,21,4:24 PM,Ros,Red,None,Y,2.90,,,
102,2/20/23,23.6,21,4:25 PM,Ros,None,Red,Y,3.97,,,
103,2/20/23,23.6,21,4:27 PM,Ros,None,Red,N,5.07,,,
104,2/20/23,23.6,21,4:28 PM,Ros,Red,None,Y,3.25,,,
105,2/20/23,23.6,21,4:29 PM,Ros,None,Red,Y,2.35,,,
106,2/21/23,24.1,19,3:41 PM,Frankie,None,Red,N,16.27,,,
107,2/21/23,24.1,19,3:44 PM,Frankie,Red,None,N,6.11,,,
108,2/21/23,24.1,19,3:45 PM,Frankie,None,Red,N,9.55,,,
